Project Name,Queue Position,Interconnection Request Receive Date,Application Status,Study Process,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Net MWs to Grid,MWh-1,MWh-2,MWh-3,"Full Capacity, Partial or Energy Only (FC/P/EO)",TPD Allocation Percentage,Off-Peak Deliverability and Economic Only,TPD Allocation Group,County,State,Utility,PTO Study Region,Station or Transmission Line,Proposed On-line Date (as filed with IR),Current On-line Date,Suspension Status,Feasibility Study or Supplemental Review,System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),Interconnection Agreement Status,clean substation name,Best GIS Substation Match,GIS Lat,GIS Long,STATEFP,COUNTYFP,Transmission Capacity,Permit Status,Retired Plant Inverse Distance,Future Transmission Inverse Distance,Display Name,Line_Name,Min_Dist,Cap_MW,Load_Pct,Remain_MW
OBERON,1642,4/2/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,518.4,518.4,,500.0,,,,Full Capacity,,Off-Peak Deliverability,Group 2a,riverside,CA,SCE,Eastern,Red Bluff Substation 500kV,12/31/2022,12/31/2024,,,Complete,Complete,,Executed,Red Bluff,Red Bluff,40.18238662,-122.2446178,6.0,65.0,1284.6078172672028,0,0.0352159668125485,,OBERON : Red Bluff Substation 500kV,SCE 220kV,790.3262315055138,3311,76,795
LYCAN SOLAR,1643,4/4/2019,ACTIVE,C12,Photovoltaic,Storage,,Solar,Battery,,400.0,400.0,,400.0,,,,Energy Only,,Off-Peak Energy Only,Group B,riverside,CA,SCE,Eastern,Red Bluff Substation 500kV,12/1/2023,4/1/2030,,,Complete,Complete,,Executed,Red Bluff,Red Bluff,40.18238662,-122.2446178,6.0,65.0,829.1377070290542,0,0.0352159668125485,,LYCAN SOLAR : Red Bluff Substation 500kV,SCE 220kV,790.3262315055138,3311,76,795
MENIFEE POWER BANK,1645,4/10/2019,ACTIVE,C12,Storage,,,Battery,,,680.0,,,680.0,,,,Full Capacity,,,Other,riverside,CA,SCE,Eastern,Valley Substation 500kV,12/1/2022,10/1/2025,,,Complete,Complete,,Executed,Valley,Valley,32.75930406,-115.5340356,6.0,65.0,2044.800673981818,0,0.0617568247774276,0.0899149806761345,MENIFEE POWER BANK : Valley Substation 500kV,IID 161kV,4.73532935984574,269,69,83
DOUBLE BUTTE STORAGE,1646,4/5/2019,ACTIVE,C12,Storage,,,Battery,,,507.6,,,500.0,,,,Energy Only,,,Group D,riverside,CA,SCE,Eastern,Valley Substation 500 kV,12/31/2022,6/1/2027,,,Complete,Complete,,In Progress,Valley,Valley,32.75930406,-115.5340356,6.0,65.0,1331.7565800962698,1,0.0617568247774276,0.0899149806761345,DOUBLE BUTTE STORAGE : Valley Substation 500 kV,IID 161kV,4.73532935984574,269,69,83
SANDPIPER STORAGE,1657,4/2/2019,ACTIVE,C12,Storage,,,Battery,,,200.0,,,200.0,,,,Partial Capacity,50.0,,Group 2a,orange,CA,SDGE,,Talega Substation 138 kV,6/30/2023,3/15/2025,,,Complete,Complete,,Executed,Talega,Talega,33.45311242,-117.5714535,6.0,59.0,1351.3717502445977,1,0.1053774985815485,0.1934523249452757,SANDPIPER STORAGE : Talega Substation 138 kV,SDG&E 138kV,4.569310003941351e-06,2229,51,1092
VENTASSO ENERGY STORAGE,1662,4/6/2019,ACTIVE,C12,Storage,,,Battery,,,50.774,,,50.0,,,,Full Capacity,,,Group 3,san diego,CA,SDGE,,El Cajon Substation 69 kV,11/30/2022,7/8/2024,,,Complete,Complete,,Executed,El Cajon,El Cajon,32.79545548,-116.9722854,6.0,73.0,2860.421366512817,1,23.33947946264779,0.0765350137642662,VENTASSO ENERGY STORAGE : El Cajon Substation 69 kV,SDG&E 69kV,0.009409840897139966,910,87,118
KINGSLEY SOLAR FARM,1665,4/1/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,360.0,360.0,,360.0,,,,Energy Only,,Off-Peak Deliverability,Group D,imperial,CA,SDGE,,Imperial Valley Substation 230 kV,6/1/2023,7/11/2028,,,Complete,Complete,,,Imperial Valley,Imperial Valley,32.85615594,-115.5637445,6.0,25.0,517.0862742209005,1,0.1399886599937234,,KINGSLEY SOLAR FARM : Imperial Valley Substation 230 kV,IID 34.5kV,0.008486190388329507,66,94,4
SUNRISE BUTTE,1667,4/12/2019,ACTIVE,C12,Photovoltaic,Storage,,Solar,Battery,,0.0,150.0,,150.0,,,,Energy Only,,Off-Peak Deliverability,Group 3,imperial,CA,SDGE,,Imperial Valley Substation 230 kV,12/31/2022,4/29/2029,,,Complete,Complete,,,Imperial Valley,Imperial Valley,32.85615594,-115.5637445,6.0,25.0,2363.474001999745,0,0.1399886599937234,,SUNRISE BUTTE : Imperial Valley Substation 230 kV,IID 34.5kV,0.008486190388329507,66,94,4
POME BESS,1669,4/13/2019,ACTIVE,C12,Storage,,,Battery,,,101.5,,,100.0,,,,Full Capacity,,,Group 3,san diego,CA,SDGE,,Pomerado Substation 69 kV,5/31/2023,7/27/2024,,,Complete,Complete,,Executed,Pomerado,Pomerado,32.94142222,-117.0327306,6.0,73.0,2912.3243288598537,1,0.1526402177599894,0.0455482755298852,POME BESS : Pomerado Substation 69 kV,SDG&E 69kV,0.009439612100601803,113696,74,29561
PEREGRINE STORAGE,1670,4/1/2019,ACTIVE,C12,Storage,,,Battery,,,200.0,,,200.0,,,,Full Capacity,,,Group 2,san diego,CA,SDGE,,Silvergate Substation 230 kV,6/30/2023,5/1/2024,,,Complete,Complete,,Executed,Silvergate,Silvergate,32.69488244,-117.1432682,6.0,73.0,912.6997637839532,1,0.3845336248175301,,PEREGRINE STORAGE : Silvergate Substation 230 kV,SDG&E 69kV,0.0009140043825861541,1797,80,359
MARINE DEPOT,1671,4/16/2019,ACTIVE,C12,Storage,,,Battery,,,26.6,,,25.0,,,,Energy Only,,,Other,san diego,CA,SDGE,,Point Loma Substation 69 kV,12/31/2021,9/1/2022,,,Complete,Complete,,,Point Loma,Point Loma,32.74148888,-117.2334,6.0,73.0,1611.807220587508,1,0.4271113817980604,0.1010372584651833,MARINE DEPOT : Point Loma Substation 69 kV,SDG&E 69kV,0.0018192082566340943,1389,99,14
NIGHTHAWK STORAGE,1673,4/2/2019,ACTIVE,C12,Storage,,,Battery,,,300.0,,,300.0,,,,Full Capacity,,,Group 2,san diego,CA,SDGE,,Sycamore Canyon Substation 138 kV,6/30/2023,2/28/2024,,,Complete,Complete,,Executed,Sycamore Canyon,Sycamore Canyon,32.91739861,-117.0311276,6.0,73.0,453.9262103894132,1,0.1135649795746231,0.0407870624840891,NIGHTHAWK STORAGE : Sycamore Canyon Substation 138 kV,SYCAMORE-PENASQUITOS,4.55169260349896e-06,0,47,0
AQUEDUCT ENERGY STORAGE,1683,4/15/2020,ACTIVE,C13,Storage,,,Battery,,,102.25,,,100.0,,,,Energy Only,,Off-Peak Deliverability,Group D,contra costa,CA,PGAE,Northern,Contra Costa-Delta 230 kV Line,12/31/2023,4/30/2026,,,Complete,Complete,,,,,37.92995998961828,-122.03262017636824,6.0,13.0,249.9870491325429,1,0.1890153437025609,0.0594543638888791,AQUEDUCT ENERGY STORAGE : Contra Costa-Delta 230 kV Line,PG&E 115kV,1.3208396976682828,3593,78,790
CONAWAY HYBRID POWER PLANT,1687,4/8/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,84.8117,84.9957,,80.0,,,,Energy Only,,Off-Peak Deliverability,Other,yolo,CA,PGAE,Northern,Woodland-Davis 115 kV Line,1/1/2023,1/1/2023,,,Complete,Complete,,,,,38.6192564565896,-121.70753699690368,6.0,113.0,251.66770701512004,0,0.3234401256585064,0.0296882096783163,CONAWAY HYBRID POWER PLANT : Woodland-Davis 115 kV Line,PG&E 115kV,1.9024873818294785,847,49,432
CROSSROADS STORAGE,1688,4/15/2020,ACTIVE,C13,Storage,,,Battery,,,312.96,,,299.99,,,,Energy Only,,,Group D,shasta,CA,PGAE,Northern,Round Mountain 230 kV,11/30/2024,4/1/2027,,,Complete,Complete,,,,,40.57316194624547,-122.28184968034004,6.0,89.0,855.4820275616248,0,0.0851310898659442,0.1016584790333036,CROSSROADS STORAGE : Round Mountain 230 kV,PG&E 60kV,0.2269080445802193,405,51,198
DENALI ENERGY STORAGE,1690,4/14/2020,ACTIVE,C13,Storage,,,Battery,,,102.0,,,101.2,,,,Partial Capacity,92.0,,Group D,san joaquin,CA,PGAE,Northern,Vierra 115 kV,6/15/2023,6/1/2026,,,Complete,Complete,,,,,37.94578698293827,-121.3092847914899,6.0,77.0,2696.63476729024,1,0.5772473471629936,0.1491549385468107,DENALI ENERGY STORAGE : Vierra 115 kV,PG&E 60kV,0.15224107118681143,532,34,351
FORTIS,1691,4/9/2020,ACTIVE,C13,Wind Turbine,Storage,Photovoltaic,Wind Turbine,Battery,Solar,207.2,203.94,205.02,200.0,,,,Energy Only,,Off-Peak Deliverability,Group D,solano,CA,PGAE,Northern,Birds Landing 230 kV,12/15/2024,2/11/2028,,,Complete,Complete,,In Progress,,,38.21130166192461,-122.07743293584775,6.0,95.0,252.19085609224248,1,0.0553708881532282,0.0583782054854056,FORTIS : Birds Landing 230 kV,PG&E 115kV,2.1824627081834618,298,65,104
MEADOWS ENERGY STORAGE,1695,4/14/2020,ACTIVE,C13,Storage,,,Battery,,,102.0,,,101.2,,,,Energy Only,,,Group D,placer,CA,PGAE,Northern,Atlantic 60 kV,6/15/2023,1/29/2025,,,Complete,Complete,,,,,38.835741687590414,-121.17712702556716,6.0,61.0,1162.6694327341506,0,0.0253622928456565,0.1781349370055568,MEADOWS ENERGY STORAGE : Atlantic 60 kV,PG&E 60kV,0.16657562224308187,573,47,304
NORTH BAY ENERGY STORAGE,1700,4/14/2020,ACTIVE,C13,Storage,,,Battery,,,102.75,,,100.0,,,,Energy Only,,,Group B,sonoma,CA,PGAE,Northern,Lakeville 60 kV,6/1/2023,3/18/2027,,,Complete,Complete,,Executed,,,38.4323937849848,-122.69832268857856,6.0,97.0,1306.3141176151105,1,0.2279796975457428,0.0442556682141783,NORTH BAY ENERGY STORAGE : Lakeville 60 kV,PG&E 115kV,0.4761757584374413,1948,92,156
POTENTIA-VIRIDI,1702,4/13/2020,ACTIVE,C13,Wind Turbine,Photovoltaic,Storage,Wind Turbine,Solar,Battery,408.8,410.04,405.9,400.0,,,,Full Capacity,,Off-Peak Deliverability,Group 3,san joaquin,CA,PGAE,Northern,Tesla 500 kV,12/15/2024,5/11/2028,,,Complete,Complete,,Executed,,,37.92614966633579,-121.3103069320298,6.0,77.0,1968.5740289012435,1,0.4309411353431697,0.1617409775009471,POTENTIA-VIRIDI : Tesla 500 kV,PG&E 60kV,0.87455498554576,134,36,86
STEEL CITY BATTERY STORAGE,1705,4/15/2020,ACTIVE,C13,Storage,,,Battery,,,675.0,,,220.0,,,,Energy Only,,,Group 3,contra costa,CA,PGAE,Northern,Pittsburg 230 kV,6/30/2025,3/1/2029,,,Complete,Complete,,Executed,,,37.91698608946868,-122.00063299067796,6.0,13.0,414.6044461582489,1,0.1241197828345493,0.0619703428642206,STEEL CITY BATTERY STORAGE : Pittsburg 230 kV,PG&E 115kV,1.0861356747773672,3593,78,790
ROSEMARY,1709,4/10/2020,ACTIVE,C13,Photovoltaic,Storage,,Solar,Battery,,36.1746,36.1746,,35.0,,,,Full Capacity,,Off-Peak Deliverability,Group D,fresno,CA,PGAE,Northern,Crescent 70 kV,12/1/2023,1/10/2026,,,Complete,Complete,,In Progress,,,36.7287997275146,-119.74279930419856,6.0,19.0,1917.612096546492,0,0.0193240572911042,0.0504296113888354,ROSEMARY : Crescent 70 kV,PG&E 60kV,1.2168236661289873,296,47,157
LEAD,1713,4/15/2020,ACTIVE,C13,Storage,,,Battery,,,32.7,,,32.0,,,,Full Capacity,,,Group B,kings,CA,PGAE,Fresno,GWF Hanford 115 kV,8/1/2023,6/1/2024,,,Complete,Complete,,Executed,,,36.27120248397378,-119.72767415234608,6.0,31.0,2878.795492742609,1,0.1406518460137765,0.062196147228285,LEAD : GWF Hanford 115 kV,PG&E 60kV,3.4427527069405732,221,41,130
GONZAGA HYBRID,1718,4/14/2020,ACTIVE,C13,Storage,Wind Turbine,,Battery,Wind Turbine,,54.94,60.45,,103.65,,,,Full Capacity,,Off-Peak Deliverability,Group B,merced,CA,PGAE,Fresno,Los Banos 70 kV,7/1/2024,5/14/2026,,,Complete,Complete,,Executed,,,37.25668647473534,-120.64741630799324,6.0,47.0,1155.461423098413,1,0.0849216282519019,0.0461989965873748,GONZAGA HYBRID : Los Banos 70 kV,PG&E 115kV,2.2100472435581775,702,80,140
ZETA,1728,4/10/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,77.4774,77.4774,,75.0,,,,Full Capacity,,Off-Peak Deliverability,Group B,merced,CA,PGAE,Fresno,Mercy Springs 70 kV,12/1/2023,5/26/2027,,,Complete,Complete,,Executed,,,37.29957874991408,-120.6494092587013,6.0,47.0,215.55712615698343,1,0.1403557955273237,0.0466452614163367,ZETA : Mercy Springs 70 kV,PG&E 115kV,1.4400200767750528,702,80,140
HAWKINS SOLAR HYBRID,1736,4/1/2020,ACTIVE,C13,Photovoltaic,Storage,,Solar,Battery,,250.0,250.0,,250.0,,,,Partial Capacity,76.75,Off-Peak Deliverability,Group D,kern,CA,PGAE,Kern,Arco 230 kV,4/1/2024,5/1/2027,,,Complete,Complete,,In Progress,,,35.35025133137225,-118.95105334802996,6.0,29.0,2724.654025409472,1,0.1265160751675939,0.0840914042238831,HAWKINS SOLAR HYBRID : Arco 230 kV,PG&E 115kV,0.43076919143748377,2455,50,1228
PECHO ENERGY STORAGE,1739,4/15/2020,ACTIVE,C13,Storage,Other,,Battery,Other,,108.0,520.0,,500.0,,,,Partial Capacity,92.98,Off-Peak Deliverability,Group B,san luis obispo,CA,PGAE,Kern,Morro Bay 230 kV,6/1/2023,3/31/2028,,,Complete,Complete,,In Progress,,,35.317738836645646,-120.67991893430862,6.0,79.0,432.7701919068394,0,0.0583005328751393,0.0137881169363094,PECHO ENERGY STORAGE : Morro Bay 230 kV,PG&E 60kV,0.13702301606158176,602,32,409
PUFF HYBRID SOLAR,1740,4/14/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,101.8,101.8,,100.0,,,,Full Capacity,,Off-Peak Deliverability,Group D,kern,CA,PGAE,Kern,Arco 230 kV,11/30/2024,11/30/2024,,,Complete,Complete,,,,,35.362510985649635,-118.93229274557731,6.0,29.0,326.6202829052835,0,0.1413285014097443,0.0886083827678965,PUFF HYBRID SOLAR : Arco 230 kV,PG&E 115kV,0.5362178418336488,2455,50,1228
CRYSTAL FLATS,1744,4/2/2020,ACTIVE,C13,Solar Thermal,Storage,,Solar,Battery,,103.455,51.401,,100.0,,,,Energy Only,,Off-Peak Deliverability,Group D,kern,CA,PGAE,Kern,Lamont 115 kV,10/31/2023,12/26/2030,,,Complete,Complete,,Executed,,,35.38411322092858,-118.92181495699828,6.0,29.0,622.2994411854767,1,0.1787390023561148,0.1020187512103163,CRYSTAL FLATS : Lamont 115 kV,SCE 220kV,0.10704589329184083,10458,49,5334
SUNRISE POWER IMPROVEMENT,1745,4/6/2020,ACTIVE,C13,Combined Cycle,,,Natural Gas,,,655.7,,,35.0,,,,Energy Only,,,Other,kern,CA,PGAE,Kern,Midway 230 kV,6/1/2023,5/11/2024,,,Complete,Complete,,,,,35.34677742988466,-118.9582872127722,6.0,29.0,2961.086283318998,1,0.1217213729311587,0.0827377619684057,SUNRISE POWER IMPROVEMENT : Midway 230 kV,PG&E 115kV,0.05883335611944657,2455,50,1228
WHALE ROCK ENERGY,1749,4/13/2020,ACTIVE,C13,Photovoltaic,Storage,Wind Turbine,Solar,Battery,Wind Turbine,100.64,53.68,210.0,299.65,,,,Energy Only,,Off-Peak Deliverability,Group 3,san luis obispo,CA,PGAE,Kern,Caliente 230 kV,12/31/2024,8/10/2027,,,Complete,Complete,,In Progress,,,35.345614317856054,-120.65135549675792,6.0,79.0,1689.018156865108,1,0.0529814669835371,0.0145546595000676,WHALE ROCK ENERGY : Caliente 230 kV,PG&E 60kV,2.133866710843888,178,49,91
WINDWALKER OFFSHORE,1750,4/11/2020,ACTIVE,C13,Wind Turbine,,,Wind Turbine,,,1028.94,,,1000.0,,,,Full Capacity,,Off-Peak Deliverability,Group 3,san luis obispo,CA,PGAE,Kern,Diablo Canyon 500 kV,3/31/2027,2/12/2028,,,Complete,Complete,,Executed,,,35.35792047106859,-120.6409569923439,6.0,79.0,1681.465334793999,0,0.0508918264754413,0.0148803929490283,WINDWALKER OFFSHORE : Diablo Canyon 500 kV,PG&E 60kV,0.9250852333202819,178,49,91
WINSTON HYBRID PV AND BESS,1751,4/8/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,102.0,204.0,,200.0,,,,Full Capacity,,Off-Peak Deliverability,Group A,kern,CA,PGAE,Kern,Midway 115 kV,3/1/2025,12/10/2028,,,Complete,Complete,,In Progress,,,35.34905971855092,-118.9618027615275,6.0,29.0,2634.2065788954856,0,0.1258451964556113,0.0849912910959178,WINSTON HYBRID PV AND BESS : Midway 115 kV,PG&E 115kV,0.2783214518251712,2455,50,1228
COBALT,1757,4/11/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,256.202,256.41,,250.0,,,,Energy Only,,Off-Peak Deliverability,Group 3,riverside,CA,SCE,Eastern,Colorado River Substation 220kV,10/31/2023,10/30/2025,,,Complete,Complete,,Executed,Colorado River,Colorado River,33.57898011,-114.8159277,6.0,65.0,800.1360610873969,0,0.0106184422255897,,COBALT : Colorado River Substation 220kV,SCE 500kV,0.07347741070573015,209490,98,4190
DESERT SANDS,1758,4/15/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,312.96,312.96,,300.0,,,,Energy Only,,Off-Peak Deliverability,Group D,riverside,CA,SCE,Eastern,Devers Substation 230kV,11/30/2024,4/1/2025,,,Complete,Complete,,,Devers,Devers,33.93691612,-116.5773269,6.0,65.0,269.8737374567937,0,1.1957785203972957,,DESERT SANDS : Devers Substation 230kV,SCE 220kV,0.1027636687347591,223041,96,8922
GRACE ENERGY CENTER,1761,4/14/2020,ACTIVE,C13,Photovoltaic,Storage,,Solar,Battery,,508.56,508.56,,500.0,,,,Energy Only,,Off-Peak Deliverability,Group B,riverside,CA,SCE,Eastern,Colorado River Substation 230kV,11/30/2024,6/1/2026,,,Complete,Complete,,Executed,Colorado River,Colorado River,33.57898011,-114.8159277,6.0,65.0,1794.429713470571,0,0.0106184422255897,,GRACE ENERGY CENTER : Colorado River Substation 230kV,SCE 500kV,0.07347741070573015,209490,98,4190
PORTA,1763,4/9/2020,ACTIVE,C13,Storage,Photovoltaic,Wind Turbine,Battery,Solar,Wind Turbine,204.16,203.76,207.2,200.0,,,,Energy Only,,Off-Peak Deliverability,Group B,riverside,CA,SCE,Eastern,DEVERS SUBSTATION 220kV,12/15/2024,1/31/2029,,,Complete,Complete,,,,,33.79486357704166,-117.07077349659978,6.0,65.0,2221.071483723538,1,0.090398995195326,0.0309640207425974,PORTA : DEVERS SUBSTATION 220kV,SCE 500kV,2.4635737943369107,4756,59,1950
SAPPHIRE SOLAR,1764,4/7/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,117.0,126.2907,,117.0,,,,Energy Only,,Off-Peak Deliverability,Group A,riverside,CA,SCE,Eastern,Red Bluff Substation 230kV,12/1/2024,12/1/2025,,,Complete,Complete,,,Red Bluff,Red Bluff,40.18238662,-122.2446178,6.0,65.0,2972.900373398064,1,0.0352159668125485,,SAPPHIRE SOLAR : Red Bluff Substation 230kV,SCE 220kV,790.3262315055138,3311,76,795
COMMERCE ENERGY STORAGE 2,1766,4/14/2020,ACTIVE,C13,Storage,,,Battery,,,250.0,,,250.0,,,,Full Capacity,,,Group 3,los angeles,CA,SCE,Metro,Laguna Bell Substation 230kV,12/1/2023,3/15/2026,,,Complete,Complete,,,Laguna Bell,Laguna Bell,33.97589882,-118.1478739,6.0,37.0,2218.169017553031,0,0.6517405464328739,,COMMERCE ENERGY STORAGE 2 : Laguna Bell Substation 230kV,SCE 66kV,0.000317046909623386,1657,33,1110
ROADHOUSE STORAGE,1768,4/15/2020,ACTIVE,C13,Storage,,,Battery,,,312.96,,,300.0,,,,Full Capacity,,,Group 3,san bernardino,CA,SCE,Metro,Mira Loma Substation 230kV,11/30/2024,12/1/2025,,,Complete,Complete,,Executed,Mira Loma,Mira Loma,34.00817989,-117.5643636,6.0,71.0,2399.685187478407,1,0.3133257286239805,,ROADHOUSE STORAGE : Mira Loma Substation 230kV,SCE 66kV,0.0011178152703101027,435,73,117
OVERNIGHT SOLAR,1774,4/9/2020,ACTIVE,C13,Photovoltaic,Storage,,Solar,Battery,,150.0,150.0,,150.0,,,,Energy Only,,Off-Peak Deliverability,Group B,san bernardino,CA,SCE,NOL,Kramer Substation 230kV,10/31/2024,3/15/2025,,,Complete,Complete,,In Progress,Kramer,Kramer,34.98947998,-117.542396,6.0,71.0,2221.348555794668,1,0.4413035809044927,0.017957980691558,OVERNIGHT SOLAR : Kramer Substation 230kV,SCE 115kV,0.0014802829550712457,4686,97,141
SEGS EXPANSION 2 HYBRID,1775,4/11/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,54.59142,54.59142,,100.0,,,,Partial Capacity,58.0,Off-Peak Deliverability,Group B,san bernardino,CA,SCE,NOL,Kramer Junction Substation 230kV,12/15/2023,9/1/2023,,,Complete,Complete,,Executed,Kramer Junction,,34.20408143269055,-117.34733591947496,6.0,71.0,1308.9145062391708,1,0.0994944996070628,0.0585594500065419,SEGS EXPANSION 2 HYBRID : Kramer Junction Substation 230kV,SCE 115kV,1.0258822201619493,2649,57,1139
VENTOSO,1776,4/11/2020,ACTIVE,C13,Wind Turbine,Photovoltaic,Storage,Wind Turbine,Solar,Battery,212.18,206.59,204.16,200.0,,,,Energy Only,,Off-Peak Deliverability,Group D,san bernardino,CA,SCE,NOL,COOLWATER SUBSTATION 115kV,12/15/2024,10/1/2027,,,Complete,Complete,,Executed,,,34.19529993741335,-117.38452494547896,6.0,71.0,566.3906236713503,1,0.1414890082471255,0.0551135615257901,VENTOSO : COOLWATER SUBSTATION 115kV,SCE 115kV,0.41539099254028305,585,42,339
BELLEFIELD 3 SOLAR FARM,1779,4/1/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,150.0,150.0,,150.0,,,,Energy Only,,Off-Peak Deliverability,Group D,kern,CA,SCE,Northern,Windhub Substation 230kV,4/1/2023,4/1/2027,,,Complete,Complete,,Executed,Windhub,Windhub,35.03484956,-118.2806898,6.0,29.0,647.7815918114685,1,1.0502584294611754,0.0157319769305161,BELLEFIELD 3 SOLAR FARM : Windhub Substation 230kV,SCE 500kV,0.10357645386999763,11916,87,1549
WILLOW ROCK ENERGY STORAGE,1782,4/15/2020,ACTIVE,C13,Storage,Other,,Battery,Other,,108.0,512.0,,500.0,,,,Full Capacity,,Off-Peak Deliverability,Group 3,kern,CA,SCE,Northern,Whirlwind Substation 230kV,6/1/2023,3/31/2028,,,Complete,Complete,,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6.0,29.0,2998.106448796293,1,0.0453243202783785,0.0205694842514983,WILLOW ROCK ENERGY STORAGE : Whirlwind Substation 230kV,TEHACHAPI RENEWABLE TRANSMISSION PROJECT,0.007989090432295719,0,56,0
SHOALS ENERGY STORAGE,1783,4/15/2020,ACTIVE,C13,Storage,,,Battery,,,409.0,,,400.0,,,,Full Capacity,,,Other,ventura,CA,SCE,Northern,Mandalay Switchyard 220kV,7/1/2023,7/15/2026,,,Complete,Complete,,,,,34.24038734161307,-119.01758590684425,6.0,111.0,1086.389859709192,1,0.0560520901707799,0.0219139564449235,SHOALS ENERGY STORAGE : Mandalay Switchyard 220kV,SCE 66kV,0.8090498225987649,911,48,474
KEYHOLE WIND,1784,4/6/2020,ACTIVE,C13,Wind Turbine,,,Wind Turbine,,,100.0,,,100.0,,,,Energy Only,,Off-Peak Deliverability,Group 3,kern,CA,SCE,Northern,Whirlwind Substation 230kV,12/1/2024,6/28/2028,,,Complete,Complete,,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6.0,29.0,2074.870168930657,0,0.0453243202783785,0.0205694842514983,KEYHOLE WIND : Whirlwind Substation 230kV,TEHACHAPI RENEWABLE TRANSMISSION PROJECT,0.007989090432295719,0,56,0
REXFORD 2 SOLAR FARM,1789,4/1/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,200.0,200.0,,200.0,,,,Full Capacity,,Off-Peak Deliverability,Group D,tulare,CA,SCE,Northern,Vestal Substation 230kV,4/1/2023,9/1/2026,,,Complete,Complete,,,Vestal,Vestal,35.8417435,-119.085048,6.0,107.0,1599.9089415603198,1,0.0865566934984284,0.0226533535516012,REXFORD 2 SOLAR FARM : Vestal Substation 230kV,SCE 66kV,0.0014318367846325225,187,41,110
ARTEMIS,1980,3/31/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,412.336,412.336,,400.0,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,PGAE,Kern,Arco 230 kV,11/1/2024,10/1/2027,,,Complete,,,,,,35.37417712385117,-118.93712856197284,6.0,29.0,2036.048783400464,0,0.1749889328041103,0.1006438369190601,ARTEMIS : Arco 230 kV,PG&E 115kV,1.1490860733632497,2921,100,0
PHAENON,1983,4/1/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,102.254047,101.763518,,100.0,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,PGAE,Kern,Shafter 115 kV,12/31/2024,10/11/2029,,,Complete,,,,,,35.3457418303529,-118.93928009562563,6.0,29.0,910.239482582026,0,0.1160179167980181,0.0786166125563047,PHAENON : Shafter 115 kV,PG&E 115kV,0.9303538083337815,2455,50,1228
BUTTONBUSH SOLAR 2,1987,4/3/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,358.2,358.2,,350.0,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,PGAE,Kern,Midway 500 kV,4/1/2028,3/1/2028,,,Complete,,,,,,35.356373492955385,-118.9645596641606,6.0,29.0,1699.743633564867,1,0.1402649623647092,0.0915939857936666,BUTTONBUSH SOLAR 2 : Midway 500 kV,PG&E 115kV,0.5870644865113249,2455,50,1228
CALLINAN SOLAR AND STORAGE,1992,4/6/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,159.4008,160.3879,,150.0,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,PGAE,Kern,Arco 230 kV,10/1/2025,10/1/2025,,,Complete,,,,,,35.36577755266781,-118.9212013788786,6.0,29.0,2395.391008549872,1,0.1381604293977595,0.087089828220413,CALLINAN SOLAR AND STORAGE : Arco 230 kV,SCE 220kV,0.07540318573192853,715,80,143
EIGER ENERGY STORAGE,1994,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,100.9,,,100.0,,,,Full Capacity,,,,kern,CA,PGAE,Kern,Lamont 115 kV,1/1/2025,3/15/2026,,,Complete,,,,,,35.34973603078308,-118.94421682866265,6.0,29.0,1672.1718198046103,1,0.1237832141667231,0.0823319730531553,EIGER ENERGY STORAGE : Lamont 115 kV,PG&E 115kV,0.48323195768765176,2455,50,1228
